20141201T145804.636939,0.330182672601,-2.06593012047,2.6286515291,-2.27002321526,4.52175417731,-2.29277551778,0,0,0,0,0,0,-0.416976783809,-0.479747482447,1.12763076482,0.013725370585,0.00305008235222,-0.00305008235222,30.1000003815,28.3999996185,29,29.3999996185,32.1000022888,31.1000003815,253,253,253,253,253,253,-0.191590942796,-0.164561528253,0.186680061469,1.50337095876,-2.62846211175,-0.324247259519,0,0,0,0,0,0,7.73307486778,-10.2727435351,10.3074011573,2.10188377364,-3.46145219098,0.447523554399,0,812,2207.784
20141201T145804.637326,0.330182672601,-2.06593012047,2.6286515291,-2.27002321526,4.52175417731,-2.29277551778,0,0,0,0,0,0,-0.394558677152,-0.479747482447,1.22851224477,0.00762520588056,0.0259256999939,-0.0198255352895,30.1000003815,28.3999996185,29,29.3999996185,32.1000022888,31.1000003815,253,253,253,253,253,253,-0.191590942796,-0.164561528253,0.186680061469,1.50337095876,-2.62846211175,-0.324247259519,0,0,0,0,0,0,7.73496488721,-10.2960819975,10.3411655599,2.10237466744,-3.46543606482,0.436351337527,0,812,2207.792
20141201T145804.637543,0.330182672601,-2.06593012047,2.6286515291,-2.27002321526,4.52175417731,-2.29277551778,0,0,0,0,0,0,-0.383349623824,-0.466296618453,1.30025018607,0.00457512352834,0.0198255352895,-0.00610016470445,30.1000003815,28.3999996185,29,29.3999996185,32.1000022888,31.1000003815,253,253,253,253,253,253,-0.191590942796,-0.164561528253,0.186680061469,1.50337095876,-2.62846211175,-0.324247259519,0,0,0,0,0,0,7.65607738805,-10.3582850787,10.4748379389,2.10382855885,-3.48167309943,0.427351687839,0,812,2207.8
20141201T145804.637741,0.330182672601,-2.06593012047,2.6286515291,-2.27002321526,4.52175417731,-2.29277551778,0,0,0,0,0,0,-0.378866002493,-0.513374642431,1.21506138078,0.013725370585,0.041176111755,-0.0244006588178,30.1000003815,28.3999996185,29,29.3999996185,32.1000022888,31.1000003815,253,253,253,253,253,253,-0.191590942796,-0.164561528253,0.186680061469,1.50337095876,-2.62846211175,-0.324247259519,0,0,0,0,0,0,7.59910137745,-10.3199349783,10.4499098374,2.10809387876,-3.48521622374,0.420142870385,0,812,2207.808
20141201T145804.637933,0.330182672601,-2.06593012047,2.6286515291,-2.27002321526,4.52175417731,-2.29277551778,0,0,0,0,0,0,-0.419218594474,-0.470780239784,1.20161051678,0.00915024705667,0.0381260294028,0.00152504117611,30.1000003815,28.3999996185,29,29.3999996185,32.1000022888,31.1000003815,253,253,253,253,253,253,-0.191590942796,-0.164561528253,0.186680061469,1.50337095876,-2.62846211175,-0.324247259519,0,0,0,0,0,0,7.66338361447,-10.3346824946,10.4381045312,2.11527707189,-3.47537312705,0.423473808054,0,812,2207.816
20141201T145804.638132,0.330182672601,-2.06593012047,2.6286515291,-2.27002321526,4.52175417731,-2.29277551778,0,0,0,0,0,0,-0.38559143449,-0.486472914444,1.13435619681,0.00457512352834,0.0305008235222,-0.0106752882328,30.1000003815,28.3999996185,29,29.3999996185,32.1000022888,31.1000003815,253,253,253,253,253,253,-0.191590942796,-0.164561528253,0.186680061469,1.50337095876,-2.62846211175,-0.324247259519,0,0,0,0,0,0,7.71472162132,-10.2482450203,10.2852621597,2.10666808012,-3.45474539808,0.421933252186,0,812,2207.824
20141201T145804.638320,0.330182672601,-2.06593012047,2.6286515291,-2.27002321526,4.52175417731,-2.29277551778,0,0,0,0,0,0,-0.42146040514,-0.47302205045,1.17919241013,0.0213505764656,0.041176111755,-0.00152504117611,30.1000003815,28.3999996185,29,29.3999996185,32.1000022888,31.1000003815,253,253,253,253,253,253,-0.191590942796,-0.164561528253,0.186680061469,1.50337095876,-2.62846211175,-0.324247259519,0,0,0,0,0,0,7.78762908547,-10.2376312922,10.2325117826,2.11088667738,-3.43579461237,0.427774414079,0,812,2207.832
20141201T145804.638512,0.330182672601,-2.06593012047,2.6286515291,-2.27002321526,4.52175417731,-2.29277551778,0,0,0,0,0,0,-0.403525919815,-0.517858263762,1.28455751141,0.00305008235222,0.0289757823461,0.00762520588056,30.1000003815,28.3000011444,29,29.3999996185,32.1000022888,31.1000003815,253,253,253,253,253,253,-0.191590942796,-0.164561528253,0.186680061469,1.50337095876,-2.62846211175,-0.324247259519,0,0,0,0,0,0,7.66073455105,-10.279133849,10.3578143555,2.12020405275,-3.46849278355,0.436122912999,0,812,2207.84
20141201T145804.638700,0.330182672601,-2.06593012047,2.6286515291,-2.27002321526,4.52175417731,-2.29277551778,0,0,0,0,0,0,-0.416976783809,-0.49319834644,1.2329958661,0.013725370585,0.0335509058745,-0.013725370585,30.1000003815,28.3000011444,29,29.3999996185,32.1000022888,31.1000003815,253,253,253,253,253,253,-0.191590942796,-0.164561528253,0.186680061469,1.50337095876,-2.62846211175,-0.324247259519,0,0,0,0,0,0,7.67261916214,-10.3186258425,10.4088327015,2.12705913605,-3.47601027304,0.43365407369,0,812,2207.848
20141201T145804.638944,0.330182672601,-2.06593012047,2.6286515291,-2.27002321526,4.52175417731,-2.29277551778,0,0,0,0,0,0,-0.38559143449,-0.495440157106,1.22178681277,0.00305008235222,0.0106752882328,-0.0152504117611,30.1000003815,28.3000011444,29,29.3999996185,32.1000022888,31.1000003815,253,253,253,253,253,253,-0.191590942796,-0.164561528253,0.186680061469,1.50337095876,-2.62846211175,-0.324247259519,0,0,0,0,0,0,7.63745617789,-10.3093470099,10.412531074,2.11594292546,-3.48582455793,0.4279317017,0,812,2207.856
